sensor_id,timestamp,temperature_c,humidity_pct,pressure_hpa
sensor-002,1700002190,20.60,54.5,1012.5
sensor-003,1700002190,22.21,47.5,1011.4
sensor-004,1700002190,23.58,60.3,1011.2
sensor-005,1700002190,24.12,54.0,1011.1
sensor-006,1700002190,19.90,46.3,1013.2
sensor-007,1700002190,25.06,47.6,1016.8
sensor-000,1700002205,25.64,57.4,1011.2
sensor-001,1700002205,22.46,38.5,1012.8
sensor-002,1700002205,20.61,54.5,1011.8
sensor-003,1700002205,22.17,47.6,1011.1
sensor-004,1700002205,23.64,60.4,1016.8
sensor-005,1700002205,24.04,54.3,1010.9
sensor-006,1700002205,19.88,46.4,1014.3
sensor-007,1700002205,25.13,47.8,1016.4
sensor-000,1700002220,25.59,57.4,1013.5
sensor-001,1700002220,22.54,38.5,1009.1
sensor-002,1700002220,20.67,54.5,1013.1
sensor-003,1700002220,22.15,47.7,1011.1
sensor-004,1700002220,23.72,60.3,1011.1
sensor-005,1700002220,23.95,54.3,1016.4
sensor-006,1700002220,19.79,46.3,1009.2
sensor-007,1700002220,25.21,47.7,1009.3
sensor-000,1700002235,25.67,57.3,1010.9
sensor-001,1700002235,22.53,38.5,1014.9
sensor-002,1700002235,20.58,54.6,1016.1
sensor-003,1700002235,22.11,47.8,1011.8
sensor-004,1700002235,23.70,60.6,1009.9
sensor-005,1700002235,23.95,54.2,1016.2
sensor-006,1700002235,19.81,46.2,1015.1
sensor-007,1700002235,25.30,48.0,1010.1
sensor-000,1700002250,25.70,57.3,1012.6
sensor-001,1700002250,22.51,38.2,1016.3
sensor-002,1700002250,20.51,54.6,1013.1
sensor-003,1700002250,22.10,47.7,1012.7
sensor-004,1700002250,23.70,60.6,1011.9
sensor-005,1700002250,23.86,54.5,1016.9
sensor-006,1700002250,19.73,45.9,1012.7
sensor-007,1700002250,25.21,48.3,1011.1
sensor-000,1700002265,25.78,57.2,1011.9
sensor-001,1700002265,22.57,38.5,1015.6
sensor-002,1700002265,20.56,54.7,1015.4
sensor-003,1700002265,22.02,47.9,1013.1
sensor-004,1700002265,23.73,60.8,1010.1
sensor-005,1700002265,23.81,54.3,1009.6
sensor-006,1700002265,19.63,45.6,1015.5
sensor-007,1700002265,25.29,48.1,1015.6
sensor-000,1700002280,25.77,57.3,1011.4
sensor-001,1700002280,22.61,38.2,1016.4
sensor-002,1700002280,20.52,54.6,1012.7
sensor-003,1700002280,21.92,48.2,1014.9
sensor-004,1700002280,23.78,61.0,1015.5
sensor-005,1700002280,23.80,54.1,1010.9
sensor-006,1700002280,19.71,45.9,1009.0
sensor-007,1700002280,25.26,48.1,1009.6
sensor-000,1700002295,25.71,57.2,1011.6
sensor-001,1700002295,22.55,38.4,1016.1
sensor-002,1700002295,20.51,54.4,1009.4
sensor-003,1700002295,22.00,48.1,1013.2
sensor-004,1700002295,23.87,60.8,1013.1
sensor-005,1700002295,23.75,54.2,1015.7
sensor-006,1700002295,19.81,46.0,1012.9
sensor-007,1700002295,25.17,48.3,1011.4
sensor-000,1700002310,25.75,57.0,1015.8
sensor-001,1700002310,22.55,38.3,1012.5
sensor-002,1700002310,20.47,54.7,1016.4
sensor-003,1700002310,21.97,47.9,1009.3
sensor-004,1700002310,23.77,60.7,1011.8
sensor-005,1700002310,23.79,54.0,1009.5
sensor-006,1700002310,19.79,45.7,1009.1
sensor-007,1700002310,25.11,48.2,1009.1
sensor-000,1700002325,25.82,57.3,1014.7
sensor-001,1700002325,22.63,38.5,1010.9
sensor-002,1700002325,20.48,54.5,1013.5
sensor-003,1700002325,22.04,47.6,1015.0
sensor-004,1700002325,23.75,60.8,1010.4
sensor-005,1700002325,23.84,54.1,1011.6
sensor-006,1700002325,19.88,45.6,1009.9
sensor-007,1700002325,25.11,48.0,1012.5
sensor-000,1700002340,25.76,57.2,1016.5
sensor-001,1700002340,22.61,38.6,1010.3
sensor-002,1700002340,20.46,54.8,1012.3
sensor-003,1700002340,22.09,47.4,1015.2
sensor-004,1700002340,23.84,60.5,1011.1
sensor-005,1700002340,23.87,54.1,1010.6
sensor-006,1700002340,19.88,45.7,1014.0
sensor-007,1700002340,25.15,48.3,1013.0
sensor-000,1700002355,25.80,57.5,1011.1
sensor-001,1700002355,22.71,38.4,1010.7
sensor-002,1700002355,20.49,54.7,1014.5
sensor-003,1700002355,22.10,47.4,1013.1
sensor-004,1700002355,23.78,60.8,1015.5
sensor-005,1700002355,23.88,54.2,1016.7
sensor-006,1700002355,19.83,45.7,1013.8
sensor-007,1700002355,25.18,48.3,1015.1
